Name,,Sex,Age,Team,NOC,Year,City,Sport,Event,Gold,Bronze,Silver,None
Gulzhanat Zhanatbek,,F,24,Germany-1,GER,2016,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,1,0,0,1
Gurmeet Singh,,M,31,United States,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,0,1,1
Gurpreet Singh,,M,28,United States,USA,2014,Sochi,Snowboarding,Snowboarding Women's Halfpipe,0,1,0,1
Gurpreet Singh,,M,28,Switzerland,SUI,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,1,0,0,1
Gustavo Tsuboi,,M,31,Spain,ESP,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,0,0,1,1
Gustavo Tsuboi,,M,31,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,1,0,0,1
Gyrgyi Zsivczky-Farkas,,F,31,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,1
Hamada Talat,,M,35,Denmark,DEN,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,0,0,1,1
Hamada Talat,,M,35,Germany,GER,2016,Rio de Janeiro,Football,Football Women's Football,1,0,0,1
Hamid (Victor-) Sints,,M,35,Belarus,BLR,2014,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,1,0,0,1
Hamid Mohammad Sourian Reihanpour,,M,30,Finland,FIN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,1,0,1
Hamid Reza Zooravand,,M,26,United States,USA,2016,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",0,1,0,1
Hamza Touba,,M,24,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,0,0,1,1
Hamzeh Zarini,,M,30,Russia,RUS,2016,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",1,0,0,1
Hanna Mykolavna Solovei,,F,24,United States,USA,2014,Sochi,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,0,0,1,1
Hanna Mykolavna Solovei,,F,24,United States,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,0,1,1
Hanna Serhivna Titimets,,F,27,Russia,RUS,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,0,0,1,1
Hannah Lilian Wilkinson,,F,24,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,1,0,0,1
Hans Struzyna,,M,27,Norway,NOR,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,0,1,0,1
Hardeep Singh,,M,25,Switzerland,SUI,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,1,0,0,1
Harmanpreet Singh,,M,20,Canada,CAN,2014,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,0,1,0,1
Harrie Smolders,,M,36,United States-1,USA,2014,Sochi,Bobsleigh,Bobsleigh Men's Two,0,1,0,1
Harrie Smolders,,M,36,United States-1,USA,2014,Sochi,Bobsleigh,Bobsleigh Men's Four,0,1,0,1
Haruka Tachimoto,,F,26,Italy,ITA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,0,1,1
Hassan Aliazam Yazdanicharati,,M,21,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,1,0,0,1
Hassan Ayanleh Souleiman,,M,23,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Hassan Ayanleh Souleiman,,M,23,Russia,RUS,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,0,0,1,1
Hassan Saman Tahmasebi,,M,31,United States,USA,2016,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,1,0,0,1
Hassan Taftian,,M,23,Brazil,BRA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,1,0,0,1
Hazuki Yuda,,F,27,Serbia,SRB,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",0,0,1,1
Heather Mary Stanning,,F,31,Canada,CAN,2014,Sochi,Speed Skating,"Speed Skating Men's 1,500 metres",0,1,0,1
Heather Miriam Watson,,F,24,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,1,0,0,1
Heather Miriam Watson,,F,24,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,0,1,0,1
Heather Miriam Watson,,F,24,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,0,1,0,1
Heather Steacy,,F,28,Finland,FIN,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,0,0,1,1
"Hee-Young ""Amy"" Yang",,F,27,United States,USA,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",1,0,0,1
Helen Rebecca Tucker-Jenkins,,F,32,Italy,ITA,2016,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,0,0,1,1
Henrik Claes Edvard von Eckermann,,M,35,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,0,1,0,1
Henrik Claes Edvard von Eckermann,,M,35,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,0,1,0,1
Henrik Olof Stenson,,M,40,United States,USA,2014,Sochi,Skeleton,Skeleton Women's Skeleton,0,0,1,1
Henrik Vasbnyai,,M,25,France,FRA,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",1,0,0,1
Henrik Vasbnyai,,M,25,Canada,CAN,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",0,1,0,1
Henrikas ustautas,,M,22,Kazakhstan,KAZ,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,0,0,1,1
Henrique Selicani Teixeira,,M,27,Great Britain,GBR,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,0,1,0,1
Henry Weir,,M,26,Australia,AUS,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,1,0,0,1
Henryk Jzef Szost,,M,34,Armenia,ARM,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",1,0,0,1
Heorhiy Malkhazovych Zantaraia,,M,28,Belgium,BEL,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,0,0,1,1
Hernn Moises Viera Espinoza,,M,23,Denmark,DEN,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",0,0,1,1
Hidde Turkstra,,M,28,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,0,0,1,1
Hilary Stellingwerff (Edmondson-),,F,34,United States,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,0,1,1
Hiroaki Takao,,M,24,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Men's Middleweight,1,0,0,1
Hirokatsu Tayama,,M,34,Netherlands,NED,2016,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,1,0,0,1
Hiskel Tewelde,,M,29,Great Britain,GBR,2016,Rio de Janeiro,Cycling,Cycling Men's Omnium,0,0,1,1
Hlder Rocha Silva,,M,29,Great Britain,GBR,2014,Sochi,Curling,Curling Women's Curling,0,1,0,1
Hojamuhammet Toyew,,M,24,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres,0,0,1,1
Hollie Webb,,F,25,Spain,ESP,2016,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,0,0,1,1
Homiyu Tesfaye Heyi,,M,23,New Zealand,NZL,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",1,0,0,1
Hope Amelia Solo (-Stevens),,F,35,Russia,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Team,1,0,0,1
Horia Tecu,,M,31,Canada,CAN,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,0,1,0,1
Horia Tecu,,M,31,Great Britain,GBR,2016,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,1,0,0,1
Houd Zourdani,,M,22,Brazil,BRA,2016,Rio de Janeiro,Football,Football Men's Football,1,0,0,1
Hristiana Todorova,,F,21,Germany,GER,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",0,0,1,1
Hugues Fabrice Zango,,M,23,South Africa,RSA,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres,1,0,0,1
Iain Smythe,,M,31,Canada,CAN,2014,Sochi,Alpine Skiing,Alpine Skiing Men's Super G,0,1,0,1
Ian Dexter Stannard,,M,29,Australia,AUS,2014,Sochi,Freestyle Skiing,Freestyle Skiing Men's Aerials,0,0,1,1
Ian Sloan,,M,22,South Korea,KOR,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",1,0,0,1
Ida Engholm Villumsen,,F,21,France,FRA,2016,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,0,0,1,1
Ida Engholm Villumsen,,F,21,France,FRA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,0,0,1,1
Ievgenia Tetelbaum,,F,25,Italy,ITA,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,0,1,0,1
"Ignacio ""Iaki"" Villanueva Martn",,M,25,New Zealand,NZL,2016,Rio de Janeiro,Sailing,Sailing Women's Skiff,0,0,1,1
Igor Wandtke,,M,25,Ireland,IRL,2016,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,0,0,1,1
Igor Zelenay,,M,33,Italy,ITA,2016,Rio de Janeiro,Cycling,Cycling Men's Omnium,1,0,0,1
Ildik Tth,,F,29,Australia,AUS,2016,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,1,0,0,1
Ilya Leonidovich Zakharov,,M,25,United States,USA,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,0,0,1,1
Ilya Leonidovich Zakharov,,M,25,Spain,ESP,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,0,1,0,1
Ilya Tyapkin,,M,25,Switzerland,SUI,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,1,0,0,1
Ingrid Julieth Vidal Isaza,,F,25,China,CHN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,1,0,0,1
Ingrit Lorena Valencia Victoria,,F,27,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,0,1,0,1
Inkululeko Suntele,,M,22,Germany,GER,2014,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",1,0,0,1
Inna Vyacheslavovna Trazhukova,,F,25,Canada,CAN,2016,Rio de Janeiro,Football,Football Women's Football,0,1,0,1
Inna Yakovlevna Stepanova,,F,26,Slovenia,SLO,2014,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",0,1,0,1
Inna Yakovlevna Stepanova,,F,26,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,1,0,0,1
Ioana Strungaru (Crciun-),,F,27,United States,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,0,1,1
Iosefo Verevou,,M,20,Germany,GER,2016,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,1,0,0,1
Ippei Watanabe,,M,19,Canada,CAN,2016,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,0,0,1,1
Ippei Watanabe,,M,19,Kenya,KEN,2016,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",0,0,1,1
Irak'li Turmanidze,,M,31,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,0,1,0,1
Irene Vecchi,,F,27,Denmark,DEN,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,0,0,1,1
Irene Vecchi,,F,27,Denmark,DEN,2016,Rio de Janeiro,Handball,Handball Men's Handball,1,0,0,1
Irina Aleksandrovna Zabludina,,F,29,Fiji,FIJ,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,1,0,0,1
Irina Andreyevna Voronkova,,F,20,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,1
Irina Gennadyevnya Yakoltsevich (-Zhuk),,F,23,Russia,RUS,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,0,1,0,1
Irina Leonidovna Vaskovskaya,,F,25,Argentina,ARG,2016,Rio de Janeiro,Sailing,Sailing Mixed Multihull,1,0,0,1
Irina Smolnikova,,F,36,Austria,AUT,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Combined,0,0,1,1
Irina Vladimirovna Zaryazhko,,F,24,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,1,0,1
Iris Silva Tang Sing,,F,25,United States,USA,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",0,0,1,1
Iris Wang,,F,21,United States,USA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,1,0,0,1
Irma Testa,,F,18,Australia,AUS,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,1,0,0,1
Isabel Marques Swan,,F,32,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Isabelle Regina Werth,,F,47,Georgia,GEO,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",0,1,0,1
Isabelle Regina Werth,,F,47,Romania,ROU,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,0,1,0,1
Isabelle Yacoubou-Dehoui,,F,30,Russia,RUS,2016,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,0,0,1,1
Issam Tej,,M,37,France,FRA,2016,Rio de Janeiro,Handball,Handball Women's Handball,0,0,1,1
Istvn Verb,,M,28,China,CHN,2016,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",0,1,0,1
Ivan Alekseyevich Stretovich,,M,19,Czech Republic,CZE,2014,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,0,0,1,1
Ivan Alekseyevich Stretovich,,M,19,Czech Republic,CZE,2014,Sochi,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,0,0,1,1
Ivan Alekseyevich Stretovich,,M,19,Czech Republic,CZE,2014,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,0,1,0,1
Ivan Alekseyevich Stretovich,,M,19,Czech Republic,CZE,2014,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,0,0,1,1
Ivan Andreyevich Sozonov,,M,27,Austria,AUT,2014,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,0,1,0,1
Ivan Antonovich Trotsky,,M,40,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,0,1,0,1
Ivan Grigoryevich Tikhon,,M,40,Italy,ITA,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,0,0,1,1
Ivan Slikovi,,M,24,United States,USA,2014,Sochi,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,0,1,0,1
Ivan Stevanovi,,M,34,France,FRA,2014,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,0,1,0,1
Ivan Stevi,,M,36,Finland,FIN,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,0,0,1,1
Ivan Viktorovich Zaytsev,,M,27,Italy,ITA,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,0,1,0,1
Ivan Yefremov,,M,30,Czech Republic,CZE,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",0,1,0,1
Ivan Zaytsev,,M,27,Italy,ITA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,0,1,1
Ivana panovi,,F,26,South Korea,KOR,2014,Sochi,Speed Skating,Speed Skating Women's 500 metres,1,0,0,1
Iveta Vacenovsk,,F,30,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,0,0,1,1
ivil Vaiciukeviit,,F,20,Brazil,BRA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,0,0,1,1
Ivn Felipe Silva Morales,,M,20,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,1,0,0,1
Izmir Smajlaj,,M,23,United States-2,USA,2014,Sochi,Bobsleigh,Bobsleigh Women's Two,0,1,0,1
Jack Sock,,M,23,Norway,NOR,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,0,0,1,1
Jack Sock,,M,23,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,1,0,0,1
Jack Sock,,M,23,Finland,FIN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,1,0,1
Jaco Phillipus Van Zyl,,M,37,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Shot Put,0,0,1,1
"Jacob ""Jake"" Whetton",,M,25,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,0,1,0,1
"Jacob Petrus ""Jaap"" Stockmann",,M,32,Austria,AUT,2014,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",0,0,1,1
Jacob Une Larsson,,M,22,Norway,NOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,0,1,0,1
Jacqueline Simoneau,,F,19,Norway,NOR,2014,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,1,0,0,1
Jade Uru,,M,28,Germany,GER,2016,Rio de Janeiro,Football,Football Men's Football,0,0,1,1
Jakson Miguel Vicent Monasterio,,M,24,Brazil,BRA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,1,0,0,1
Jakub Vadlejch,,M,25,China,CHN,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,1
Jamal Wilson,,M,27,Malaysia,MAS,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,0,0,1,1
James Ivor Stanton-French,,M,33,Canada,CAN,2014,Sochi,Figure Skating,Figure Skating Mixed Team,0,0,1,1
James Stannard,,M,33,Canada,CAN,2014,Sochi,Speed Skating,"Speed Skating Men's 1,000 metres",0,0,1,1
James Thompson,,M,29,Brazil,BRA,2016,Rio de Janeiro,Boxing,Boxing Men's Lightweight,1,0,0,1
James Willett,,M,20,Lithuania,LTU,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",0,1,0,1
Jamie Chen Subandhi,,F,26,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
"Jan Johannes ""Jur"" Vrieling",,M,47,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,0,0,1,1
"Jan Johannes ""Jur"" Vrieling",,M,47,China,CHN,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,1,0,0,1
Jan karnitzl,,M,30,Russia,RUS,2014,Sochi,Speed Skating,Speed Skating Women's 500 metres,0,0,1,1
Jan trba,,M,35,Germany,GER,2014,Sochi,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",0,1,0,1
Jan trba,,M,35,Germany,GER,2014,Sochi,Nordic Combined,Nordic Combined Men's Team,0,0,1,1
Jan Vandrey,,M,24,Croatia,CRO,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,0,1,1
Jan Vetenk,,M,32,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,1,0,1
Jan witkowski,,M,22,Azerbaijan,AZE,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,0,1,0,1
Jan witkowski,,M,22,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,0,1,1
Jan witkowski,,M,22,Iran,IRI,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",0,1,0,1
Jan-Lennard Struff,,M,26,Austria,AUT,2014,Sochi,Nordic Combined,Nordic Combined Men's Team,0,1,0,1
Jan-Willem van Schip,,M,21,Russia,RUS,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",0,1,0,1
Jana Teschke,,F,25,Great Britain,GBR,2016,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,0,0,1,1
Jana Velkov,,F,35,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,1,0,0,1
Jane Vongvorachoti,,F,32,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,0,0,1,1
Janice Gil Teixeira,,F,54,Canada,CAN,2016,Rio de Janeiro,Football,Football Women's Football,0,1,0,1
Janika Sprunger,,F,29,United States,USA,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",0,0,1,1
Janika Sprunger,,F,29,Canada,CAN,2014,Sochi,Snowboarding,Snowboarding Women's Boardercross,0,0,1,1
Janine van Wyk,,F,29,Greece,GRE,2016,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",1,0,0,1
Jannah Sonnenschein,,F,20,United States,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,0,1,1
Jantine van der Vlist,,F,30,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,0,1,1
Jared Tallent,,M,31,Australia,AUS,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,1,0,0,1
Jared Ward,,M,27,Serbia,SRB,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,0,1,1
Jarimit Leonor Weffer Guanipa,,F,30,Great Britain,GBR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,1,0,0,1
Jarrin Solomon,,M,30,United States,USA,2014,Sochi,Freestyle Skiing,Freestyle Skiing Women's Moguls,0,1,0,1
Jasa Veremalua,,M,28,China,CHN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,1
Jason Eric Whateley,,M,25,Germany,GER,2016,Rio de Janeiro,Sailing,Sailing Men's Skiff,0,1,0,1
Jason Waterhouse,,M,24,South Korea,KOR,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,1,0,0,1
Jason Wilson,,M,25,Sweden,SWE,2016,Rio de Janeiro,Cycling,"Cycling Women's Mountainbike, Cross-Country",1,0,0,1
Jean-Charles Valladont,,M,27,Sweden,SWE,2016,Rio de Janeiro,Football,Football Women's Football,0,0,1,1
Jean-Charles Valladont,,M,27,Germany,GER,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,0,0,1,1
Jean-Paul Tony Helissey,,M,26,Australia,AUS,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,0,0,1,1
Jeffrey Theodorus Wammes,,M,29,United States,USA,2016,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",0,1,0,1
Jeffrey Theodorus Wammes,,M,29,Great Britain,GBR,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,0,0,1,1
Jeffrey Theodorus Wammes,,M,29,Nigeria,NGR,2016,Rio de Janeiro,Football,Football Men's Football,0,1,0,1
Jeffrey Theodorus Wammes,,M,29,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,1,0,1
Jeffrey Theodorus Wammes,,M,29,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,0,1,0,1
Jeffrey Theodorus Wammes,,M,29,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,1,0,1
Jeffrey Theodorus Wammes,,M,29,Germany,GER,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,0,0,1,1
Jelle van Gorkom,,M,25,Germany,GER,2016,Rio de Janeiro,Football,Football Women's Football,1,0,0,1
Jemima Jelagat Sumgong,,F,31,Italy,ITA,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",0,1,0,1
Jenly Tego Wini,,F,33,Sweden,SWE,2016,Rio de Janeiro,Football,Football Women's Football,0,0,1,1
"Jennifer ""Jenn"" Stuczynski-Suhr",,F,34,Russia-2,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,0,0,1,1
Jennifer Troncy,,F,30,Great Britain,GBR,2016,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,0,1,0,1
Jennifer Valente,,F,21,Russia,RUS,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,1,0,0,1
Jennifer Wenth,,F,25,Germany,GER,2016,Rio de Janeiro,Football,Football Women's Football,1,0,0,1
Jeremy Abbott,,M,28,Russia,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Team,1,0,0,1
Jeremy Abbott,,M,28,Netherlands,NED,2014,Sochi,Speed Skating,Speed Skating Women's 500 metres,0,1,0,1
Jeremy Taiwo,,M,26,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,0,0,1,1
Jeremy Toljan,,M,21,Fiji,FIJ,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,1,0,0,1
Jerry Tollbring,,M,20,China,CHN,2016,Rio de Janeiro,Trampolining,Trampolining Men's Individual,0,0,1,1
Jesper Stlheim,,M,28,France,FRA,2014,Sochi,Alpine Skiing,Alpine Skiing Men's Giant Slalom,0,0,1,1
Jess Tortosa Cabrera,,M,18,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,0,0,1,1
Jesse Aaron Smith,,M,33,Canada,CAN,2014,Sochi,Curling,Curling Men's Curling,1,0,0,1
Jesse David Thielke,,M,24,China,CHN,2016,Rio de Janeiro,Judo,Judo Men's Middleweight,0,1,0,1
"Jessica ""Jess"" Thornton",,F,18,Spain,ESP,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,0,0,1,1
"Jessica Samantha ""Jess"" Walker",,F,26,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,0,1,0,1
"Jessica Samantha ""Jess"" Walker",,F,26,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,1,0,1
Jessica Trengove,,F,28,Australia,AUS,2016,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,0,0,1,1
Jessica Vall Montero,,F,27,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,1,0,1
Jessica Vall Montero,,F,27,United States,USA,2016,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",0,0,1,1
Jessy Trmoulire,,F,24,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,0,0,1,1
Jhonattan Vegas,,M,31,Great Britain,GBR,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,1,0,0,1
Ji Skora,,M,21,Jordan,JOR,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,1,0,0,1
Jianan Wang,,M,33,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,0,0,1,1
